onset	duration	index
0	43	35
43	28	29
71	29	2
100	13	25
114	80	43
199	13	35
NaN	NaN	29
212	15	2
228	12	25
240	13	43
254	10	jack
264	18	kevin
282	16	kate
298	16	randall
