onset	duration	index
0	43	35
43	28	29
71	29	2
100	13	25
113	80	43
198	28	35
NaN	NaN	29
227	26	2
253	9	25
263	19	43
283	29	randall
313	31	jack
345	18	kevin
363	20	kate
