onset	duration	index
0	37	34
37	49	38
86	45	31
132	26	5
158	73	26
236	21	34
258	15	38
273	17	31
NaN	NaN	5
290	37	26
328	22	kate
350	14	jack
364	27	randall
391	14	kevin
