onset	duration	index
0	56	33
57	8	6
65	49	22
114	56	14
170	36	28
212	49	33
NaN	NaN	6
262	30	22
292	24	14
316	19	28
335	22	randall
357	21	jack
379	21	kate
401	32	kevin
