onset	duration	index
0	25	19
26	42	10
68	60	1
128	46	32
174	82	44
NaN	NaN	19
261	13	10
NaN	NaN	1
274	11	32
285	17	44
302	17	jack
319	24	randall
343	18	kevin
361	23	kate
