onset	duration	index
0	56	33
57	8	6
65	49	22
114	56	14
170	36	28
211	58	33
270	18	6
288	23	22
NaN	NaN	14
NaN	NaN	28
311	9	kevin
321	22	kate
343	18	jack
362	18	randall
