onset	duration	index
0	56	33
56	8	6
64	49	22
113	56	14
169	36	28
211	35	33
NaN	NaN	6
247	26	22
NaN	NaN	14
274	27	28
302	13	kate
315	29	randall
344	13	jack
358	34	kevin
