onset	duration	index
0	47	40
47	30	17
77	72	41
150	26	4
176	28	20
209	40	40
NaN	NaN	17
250	33	41
284	26	4
NaN	NaN	20
310	35	randall
346	17	kate
364	70	kevin
434	16	jack
