onset	duration	index
0	67	27
67	56	9
123	34	23
157	49	21
206	33	12
245	19	27
NaN	NaN	9
NaN	NaN	23
NaN	NaN	21
NaN	NaN	12
265	21	randall
287	9	kate
296	11	jack
308	18	kevin
