onset	duration	index
0	43	35
43	28	29
71	29	2
100	13	25
114	80	43
200	21	35
NaN	NaN	29
NaN	NaN	2
221	6	25
228	29	43
257	28	randall
286	24	kate
310	19	kevin
329	12	jack
