onset	duration	index
0	43	35
44	28	29
73	29	2
102	13	25
116	80	43
NaN	NaN	35
202	18	29
221	16	2
237	30	25
267	17	43
284	28	randall
313	24	kevin
338	16	jack
355	23	kate
