onset	duration	index
0	43	35
43	28	29
71	29	2
100	13	25
113	80	43
198	46	35
NaN	NaN	29
NaN	NaN	2
NaN	NaN	25
NaN	NaN	43
245	38	kate
283	32	jack
315	52	randall
367	16	kevin
