onset	duration	index
0	47	40
47	30	17
77	72	41
150	26	4
177	28	20
210	59	40
270	15	17
286	20	41
306	28	4
NaN	NaN	20
335	30	kevin
365	31	jack
396	33	randall
429	28	kate
