onset	duration	index
0	37	34
38	49	38
87	45	31
133	26	5
159	73	26
NaN	NaN	34
NaN	NaN	38
237	23	31
261	8	5
269	26	26
295	20	kevin
315	14	randall
329	6	jack
335	15	kate
