onset	duration	index
0	65	24
65	16	7
81	40	18
122	61	45
183	50	30
NaN	NaN	24
NaN	NaN	7
238	10	18
NaN	NaN	45
248	20	30
269	26	randall
295	20	kevin
316	41	jack
358	30	kate
