onset	duration	index
0	25	19
26	42	10
68	60	1
128	46	32
174	82	44
261	48	19
NaN	NaN	10
NaN	NaN	1
NaN	NaN	32
NaN	NaN	44
309	66	randall
376	71	jack
448	57	kevin
505	65	kate
