onset	duration	index
0	52	46
52	60	47
112	44	48
NaN	NaN	NaN
NaN	NaN	NaN
162	20	46
182	54	47
236	34	48
NaN	NaN	NaN
NaN	NaN	NaN
271	12	kevin
284	23	randall
307	16	kate
324	11	jack
