onset	duration	index
0	46	16
46	46	13
92	22	3
115	37	37
152	14	8
171	19	16
NaN	NaN	13
NaN	NaN	3
NaN	NaN	37
NaN	NaN	8
190	9	kate
200	14	randall
215	7	jack
222	11	kevin
