onset	duration	index
0	46	16
46	46	13
92	22	3
115	37	37
152	14	8
NaN	NaN	16
171	24	13
195	21	3
NaN	NaN	37
216	22	8
238	27	randall
265	21	kevin
287	7	jack
295	27	kate
