onset	duration	index
0	67	27
68	56	9
124	34	23
158	49	21
207	33	12
NaN	NaN	27
NaN	NaN	9
NaN	NaN	23
NaN	NaN	21
NaN	NaN	12
246	43	randall
289	33	kevin
322	24	jack
346	42	kate
