onset	duration	index
0	56	33
57	8	6
65	49	22
114	56	14
170	36	28
211	38	33
NaN	NaN	6
NaN	NaN	22
NaN	NaN	14
NaN	NaN	28
249	18	kevin
268	4	jack
272	42	randall
314	42	kate
