onset	duration	index
0	25	19
26	42	10
68	60	1
128	46	32
174	82	44
NaN	NaN	19
NaN	NaN	10
NaN	NaN	1
261	25	32
NaN	NaN	44
287	17	randall
304	17	kevin
322	21	kate
343	12	jack
