onset	duration	index
0	65	24
65	16	7
81	40	18
122	61	45
183	50	30
238	23	24
NaN	NaN	7
262	16	18
278	19	45
298	21	30
320	13	kate
333	19	jack
352	22	kevin
375	24	randall
