onset	duration	index
0	37	34
38	49	38
87	45	31
133	26	5
159	73	26
NaN	NaN	34
237	22	38
259	19	31
NaN	NaN	5
278	33	26
311	26	kevin
338	22	randall
360	15	kate
375	14	jack
