onset	duration	index
0	37	34
38	49	38
87	45	31
133	26	5
159	73	26
237	43	34
NaN	NaN	38
280	58	31
338	17	5
355	13	26
368	21	kate
389	58	kevin
447	27	jack
474	31	randall
