onset	duration	index
0	67	27
67	56	9
123	34	23
157	49	21
206	33	12
245	19	27
265	28	9
NaN	NaN	23
294	23	21
317	11	12
328	20	kevin
348	13	jack
362	14	kate
376	42	randall
