onset	duration	index
0	40	39
40	32	15
72	32	36
104	68	42
173	61	11
239	22	39
NaN	NaN	15
262	33	36
296	10	42
NaN	NaN	11
306	23	randall
330	19	kate
349	23	kevin
372	11	jack
