onset	duration	index
0	56	33
57	8	6
65	49	22
114	56	14
170	36	28
211	37	33
NaN	NaN	6
248	26	22
NaN	NaN	14
NaN	NaN	28
275	17	jack
293	20	randall
313	32	kevin
345	25	kate
