onset	duration	index
0	40	39
40	32	15
72	32	36
104	68	42
173	61	11
NaN	NaN	39
NaN	NaN	15
239	20	36
259	24	42
284	32	11
316	17	jack
333	28	kevin
361	10	randall
371	20	kate
