onset	duration	index
0	37	34
37	49	38
86	45	31
131	26	5
157	73	26
NaN	NaN	34
235	24	38
NaN	NaN	31
NaN	NaN	5
259	54	26
313	26	jack
339	25	randall
365	42	kevin
407	42	kate
