onset	duration	index
0	40	39
40	32	15
72	32	36
104	68	42
173	61	11
NaN	NaN	39
239	13	15
253	13	36
267	15	42
NaN	NaN	11
283	15	randall
298	21	jack
320	17	kate
338	17	kevin
