onset	duration	index
0	43	35
43	28	29
71	29	2
100	13	25
113	80	43
198	17	35
NaN	NaN	29
215	38	2
NaN	NaN	25
253	23	43
276	22	jack
299	18	kevin
317	34	randall
352	47	kate
