onset	duration	index
0	37	34
37	49	38
86	45	31
132	26	5
158	73	26
NaN	NaN	34
237	14	38
252	28	31
NaN	NaN	5
281	27	26
309	17	kate
327	21	kevin
349	26	randall
375	5	jack
