onset	duration	index
0	56	33
56	8	6
64	49	22
113	56	14
169	36	28
210	26	33
237	24	6
262	15	22
NaN	NaN	14
278	44	28
322	12	randall
334	5	jack
339	53	kevin
392	5	kate
