onset	duration	index
0	52	46
52	60	47
112	44	48
NaN	NaN	NaN
NaN	NaN	NaN
162	47	46
209	37	47
246	25	48
NaN	NaN	NaN
NaN	NaN	NaN
272	31	kevin
303	35	kate
339	38	jack
377	37	randall
