onset	duration	index
0	52	46
52	60	47
112	44	48
NaN	NaN	NaN
NaN	NaN	NaN
162	64	46
227	35	47
263	50	48
NaN	NaN	NaN
NaN	NaN	NaN
313	14	randall
327	12	jack
339	13	kevin
353	23	kate
