onset	duration	index
0	46	16
46	46	13
92	22	3
115	37	37
153	14	8
172	30	16
203	19	13
NaN	NaN	3
222	17	37
NaN	NaN	8
240	19	kevin
260	8	jack
268	24	kate
292	22	randall
