onset	duration	index
0	40	39
40	32	15
72	32	36
104	68	42
173	61	11
NaN	NaN	39
239	34	15
273	27	36
301	46	42
347	56	11
403	39	kate
442	25	jack
468	29	kevin
498	31	randall
