onset	duration	index
0	56	33
56	8	6
64	49	22
113	56	14
169	36	28
NaN	NaN	33
210	32	6
242	28	22
NaN	NaN	14
270	35	28
305	51	randall
357	31	kate
388	31	jack
419	41	kevin
