onset	duration	index
0	46	16
46	46	13
92	22	3
115	37	37
153	14	8
172	14	16
186	21	13
NaN	NaN	3
207	12	37
219	15	8
235	21	kevin
256	21	jack
277	20	randall
297	22	kate
