onset	duration	index
0	40	39
40	32	15
72	32	36
104	68	42
173	61	11
NaN	NaN	39
239	14	15
253	19	36
272	20	42
292	17	11
310	25	kevin
335	16	kate
351	19	randall
370	15	jack
