onset	duration	index
0	52	46
53	60	47
113	44	48
NaN	NaN	NaN
NaN	NaN	NaN
163	45	46
209	6	47
215	23	48
NaN	NaN	NaN
NaN	NaN	NaN
238	40	randall
278	30	kate
309	47	jack
356	19	kevin
