onset	duration	index
0	65	24
65	16	7
81	40	18
122	61	45
183	50	30
238	38	24
NaN	NaN	7
276	108	18
385	26	45
NaN	NaN	30
411	33	jack
445	41	randall
486	7	kevin
493	16	kate
