onset	duration	index
0	46	16
46	46	13
92	22	3
115	37	37
153	14	8
NaN	NaN	16
171	25	13
196	21	3
218	33	37
252	22	8
274	30	jack
304	22	randall
327	43	kevin
370	10	kate
