onset	duration	index
0	47	40
47	30	17
77	72	41
150	26	4
176	28	20
209	34	40
NaN	NaN	17
243	19	41
NaN	NaN	4
NaN	NaN	20
263	30	randall
294	57	kevin
351	33	kate
384	23	jack
