onset	duration	index
0	37	34
38	49	38
87	45	31
133	26	5
159	73	26
237	25	34
262	22	38
284	33	31
NaN	NaN	5
317	33	26
351	16	jack
367	35	kate
403	36	kevin
440	42	randall
