onset	duration	index
0	52	46
52	60	47
112	44	48
NaN	NaN	NaN
NaN	NaN	NaN
162	68	46
231	35	47
267	10	48
NaN	NaN	NaN
NaN	NaN	NaN
277	23	randall
300	18	kevin
318	25	jack
343	19	kate
