onset	duration	index
0	46	16
46	46	13
92	22	3
115	37	37
153	14	8
NaN	NaN	16
172	13	13
NaN	NaN	3
186	16	37
NaN	NaN	8
203	12	jack
215	23	randall
238	18	kevin
257	11	kate
