onset	duration	index
0	56	33
56	8	6
64	49	22
113	56	14
169	36	28
NaN	NaN	33
NaN	NaN	6
NaN	NaN	22
NaN	NaN	14
NaN	NaN	28
209	14	jack
224	23	randall
247	26	kevin
274	27	kate
