onset	duration	index
0	65	24
65	16	7
81	40	18
122	61	45
183	50	30
238	13	24
NaN	NaN	7
251	17	18
269	16	45
NaN	NaN	30
286	15	kate
302	10	kevin
313	13	randall
326	48	jack
