onset	duration	index
0	37	34
37	49	38
86	45	31
132	26	5
158	73	26
NaN	NaN	34
237	13	38
251	9	31
261	20	5
281	13	26
295	11	jack
307	10	kevin
317	11	kate
328	8	randall
