onset	duration	index
0	46	16
46	46	13
92	22	3
115	37	37
152	14	8
171	29	16
NaN	NaN	13
201	14	3
NaN	NaN	37
215	13	8
228	21	kevin
250	8	randall
258	11	kate
270	11	jack
