onset	duration	index
0	67	27
67	56	9
123	34	23
157	49	21
206	33	12
245	24	27
NaN	NaN	9
NaN	NaN	23
270	10	21
281	36	12
318	15	jack
334	32	kevin
367	30	kate
397	35	randall
