onset	duration	index
0	43	35
43	28	29
71	29	2
100	13	25
113	80	43
198	52	35
NaN	NaN	29
250	36	2
NaN	NaN	25
286	39	43
326	39	randall
365	8	kate
373	28	kevin
401	8	jack
