onset	duration	index
0	52	46
52	60	47
112	44	48
NaN	NaN	NaN
NaN	NaN	NaN
162	28	46
191	54	47
245	8	48
NaN	NaN	NaN
NaN	NaN	NaN
254	15	kate
270	21	jack
292	24	randall
316	16	kevin
