onset	duration	index
0	47	40
47	30	17
77	72	41
150	26	4
176	28	20
209	15	40
NaN	NaN	17
225	13	41
NaN	NaN	4
NaN	NaN	20
238	25	randall
263	28	kate
291	20	jack
311	23	kevin
