onset	duration	index
0	65	24
65	16	7
81	40	18
122	61	45
183	50	30
238	15	24
254	13	7
267	21	18
289	15	45
NaN	NaN	30
305	19	randall
325	11	jack
336	24	kevin
360	11	kate
