onset	duration	index
0	56	33
56	8	6
64	49	22
113	56	14
169	36	28
211	35	33
NaN	NaN	6
246	43	22
290	32	14
322	57	28
379	15	kevin
395	10	randall
406	12	jack
418	21	kate
