onset	duration	index
0	40	39
40	32	15
72	32	36
104	68	42
172	61	11
NaN	NaN	39
238	16	15
255	18	36
NaN	NaN	42
273	20	11
293	22	kevin
315	15	randall
331	17	jack
349	22	kate
