onset	duration	index
0	56	33
56	8	6
64	49	22
113	56	14
169	36	28
210	26	33
NaN	NaN	6
236	22	22
258	11	14
269	15	28
284	27	kevin
311	24	randall
335	41	kate
376	23	jack
