onset	duration	index
0	56	33
56	8	6
64	49	22
113	56	14
169	36	28
210	32	33
NaN	NaN	6
242	11	22
254	15	14
270	27	28
297	22	kate
320	21	kevin
341	19	randall
361	6	jack
