onset	duration	index
0	37	34
37	49	38
86	45	31
132	26	5
158	73	26
NaN	NaN	34
236	21	38
258	32	31
NaN	NaN	5
291	25	26
316	30	kate
346	31	kevin
377	25	jack
403	36	randall
