onset	duration	index
0	43	35
43	28	29
71	29	2
100	13	25
113	80	43
198	18	35
NaN	NaN	29
217	27	2
NaN	NaN	25
244	14	43
258	21	randall
280	20	jack
301	14	kate
315	30	kevin
