onset	duration	index
0	47	40
47	30	17
77	72	41
150	26	4
176	28	20
209	17	40
227	13	17
240	15	41
NaN	NaN	4
NaN	NaN	20
255	26	jack
281	20	kevin
301	10	randall
312	17	kate
